Startup Data
name,city,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_first_milestone_year,funding_rounds,funding_total_usd,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
Make It Work,Santa Barbara,1/1/1995,6/1/2012,11/15/2005,11/15/2005,10.8795,15.4986,1,1000000,hardware,0,0,1,0,0,0,2.0,1,closed
MapMyFitness,Austin,2/8/2007,,1/1/2007,6/19/2013,-0.1041,5.4822,5,23500000,health,1,0,1,1,1,0,1.75,1,acquired
What They Like,San Francisco,8/29/2007,10/21/2011,8/29/2007,8/29/2007,0.0,,1,990000,web,0,0,1,0,0,0,2.0,0,closed
FetchBack,Tempe,4/1/2007,,1/1/2008,1/1/2008,0.7534,3.1699,1,1000000,advertising,0,0,1,0,0,0,3.0,1,acquired
Sermo,Cambridge,1/1/2006,,9/1/2006,2/17/2011,0.6658,2.7479,4,41000000,health,1,0,1,1,1,0,1.75,1,acquired
Wi-Chi,Tualatin,1/1/2008,12/10/2011,5/15/2008,5/15/2008,0.3699,,1,7000000,semiconductor,0,0,1,0,0,0,1.0,1,closed
Alnara Pharmaceuticals,Cambridge,1/1/2008,,10/30/2008,1/28/2010,0.8301,1.0027,2,55000000,biotech,0,0,1,1,0,0,2.0,1,acquired
Braintree,Chicago,10/1/2007,,6/29/2011,9/17/2012,3.7452,4.6822,2,69000000,software,0,0,1,1,0,0,3.5,1,acquired
Virident Systems,Milpitas,1/1/2006,,5/1/2007,1/28/2013,1.3288,4.874,8,129677153,enterprise,1,0,1,1,1,1,3.0,1,acquired
Pearl Therapeutics,Redwood City,1/1/2006,,7/3/2008,4/1/2013,2.5041,,6,232000100,biotech,0,0,1,0,1,1,3.6667,1,acquired
Lexity,Mountain View,8/1/2009,,9/1/2009,3/3/2011,0.0849,2.1151,2,5700000,enterprise,0,1,1,0,0,0,4.0,1,acquired
Diligent Technologies,Framingham,1/1/2002,,8/21/2007,8/21/2007,5.6384,4.2493,1,10500000,security,0,0,0,0,0,1,4.0,1,acquired
eBillme,Rye Brook,10/1/2004,6/15/2012,9/20/2006,9/1/2008,1.9699,,2,23000000,ecommerce,1,0,0,0,0,0,3.0,1,closed
Smilebox,Redmond,8/28/2000,,2/1/2006,2/23/2010,5.4329,,3,14000000,photo_video,0,0,1,1,0,0,3.0,1,acquired
B-hive Networks,San Mateo,1/1/2005,,8/25/2006,8/25/2006,1.6466,,2,7500000,software,0,1,1,0,0,0,2.0,1,acquired
Hot Potato,Brooklyn,1/1/2009,,11/25/2009,11/25/2009,0.8986,0.4137,1,1420000,social,0,0,1,0,0,0,16.0,1,acquired
Kashless,Seattle,9/1/2008,12/25/2010,10/29/2008,2/4/2011,0.1589,-0.1699,2,9000000,ecommerce,1,0,1,0,0,0,1.0,1,closed
Three Screen Games,Yardley,1/1/2009,3/14/2012,10/7/2009,10/7/2009,0.7644,,1,500000,games_video,1,0,0,0,0,0,1.0,1,closed
LaunchGram,Mountain View,1/10/2012,,1/23/2012,10/1/2012,0.0356,0.474,2,70000,news,0,1,0,0,0,0,1.0,1,acquired
BrightQube,Carlsbad,10/1/2006,10/1/2009,5/1/2007,5/27/2008,0.5808,,2,850000,ecommerce,0,1,1,0,0,0,1.0,1,closed
ServiceMesh,Santa Monica,1/1/2008,,11/16/2011,11/16/2011,3.8767,3.0027,1,15000000,enterprise,1,0,0,0,0,0,1.0,1,acquired
Lookery,San Francisco,8/1/2007,,2/7/2008,9/4/2008,0.5205,0.2521,2,3150000,web,0,1,1,0,0,0,11.5,1,acquired
Wantful,San Francisco,1/1/2011,9/6/2013,3/20/2012,3/20/2012,1.2164,1.4164,1,5500000,ecommerce,0,0,1,0,0,0,8.0,1,closed
Zep Solar,San Rafael,1/1/2009,,11/20/2013,11/20/2013,4.8877,3.2877,1,10571182,cleantech,0,0,1,0,0,0,1.0,0,acquired
Help Me Rent Magazine,Hollywood,1/1/2010,5/1/2012,8/1/2010,8/1/2010,0.5808,,1,500000,real_estate,0,1,0,0,0,0,1.0,0,closed
MOG,Berkeley,6/1/2005,,5/4/2006,2/26/2010,0.9233,0.6712,7,24900000,music,1,1,1,0,0,0,3.0,1,acquired
Loud3r,Pasadena,9/1/2007,7/15/2012,6/5/2009,12/28/2009,1.7616,0.8767,2,3529175,web,1,0,1,0,0,0,1.0,0,closed
Oyster.com,New York,3/1/2008,,3/1/2008,10/11/2012,0.0,3.2904,4,23400000,travel,0,0,1,1,1,0,2.25,1,acquired
LogLogic,San Jose,1/1/2002,,5/26/2009,5/26/2009,7.4027,7.4,1,8800000,security,0,0,0,0,0,1,5.0,1,acquired
StyleTrek,New York,2/1/2010,1/1/2012,2/1/2010,2/1/2010,0.0,0.3288,1,1500000,fashion,0,0,0,0,0,0,6.0,1,closed
Sequoia Communications,San Diego,1/1/2000,1/1/2011,11/9/2004,6/2/2009,4.8603,,7,74000000,semiconductor,1,0,0,0,1,1,2.0,1,closed
SnapNames,Portland,1/1/2000,,6/1/2001,12/31/2001,1.4164,7.0055,3,8800000,network_hosting,0,0,1,1,0,0,1.0,0,acquired
Simple Star,San Francisco,1/1/2001,,8/1/2003,8/10/2005,2.5808,0.5808,2,7100000,web,0,1,1,0,0,0,1.5,1,acquired
StyleFeeder,Cambridge,5/3/2006,,9/1/2007,5/1/2009,1.3315,2.1616,3,3500000,ecommerce,1,1,1,0,0,0,1.6667,1,acquired
FlashSoft,Sunnyvale,11/25/2009,,6/28/2011,6/28/2011,1.589,1.1863,1,3000000,software,0,0,1,0,0,0,2.0,1,acquired
TrustDegrees,Kenmore,3/1/2011,1/1/2012,4/17/2011,6/9/2011,0.1288,0.3068,2,11000,web,0,1,0,0,0,0,1.0,0,closed
Symwave,Laguna Niguel,1/1/2001,,7/18/2007,8/6/2009,6.5452,5.0027,3,26200000,semiconductor,1,0,0,0,1,0,2.5,1,acquired
Clearwell Systems,Mountain View,12/6/2004,5/19/2011,4/4/2006,8/22/2007,1.3260000000000000,4.3699,2,29000000,software,0,0,0,1,1,0,2.5,1,acquired
Impeva,Mountain View,1/1/2004,3/16/2012,11/3/2008,11/3/2008,4.8438,,1,10000000,software,0,0,0,1,0,0,2.0,0,closed
Nettle,La Jolla,10/4/2010,1/1/2012,8/11/2011,8/11/2011,0.8521,0.0,1,500000,web,0,1,0,0,0,0,3.0,1,closed
CubeTree,Redwood City,1/1/2008,,2/1/2008,11/2/2009,0.0849,1.4164,3,11500000,enterprise,0,1,1,1,0,0,1.5,1,acquired
Infochimps,Austin,7/14/2009,,9/14/2010,6/4/2013,1.1699,2.3014,5,5350000,enterprise,0,1,1,0,0,0,3.0,1,acquired
Songbird,San Francisco,2/1/2006,6/28/2013,10/2/2006,1/27/2010,0.6658,5.0849,3,11015719,mobile,1,0,1,0,0,0,2.0,1,closed
SimpleGeo,San Francisco,5/1/2009,,11/10/2009,5/18/2010,0.5288,1.2959,3,9807367,advertising,0,1,1,0,0,0,8.6667,1,acquired
1000memories,San Francisco,7/1/2010,,1/1/2010,2/16/2011,-0.4959,0.589,2,2535000,web,0,1,1,0,0,0,5.0,1,acquired
SensorLogic,Addison,1/1/2002,,6/19/2007,12/13/2010,5.4658,8.8384,3,19000000,enterprise,1,0,0,1,1,0,5.3333,1,acquired
TouristEye,Mountain View,2/1/2010,,2/1/2010,11/6/2012,0.0,1.1616,3,475000,travel,0,1,0,0,0,0,4.0,0,acquired
Oberon Media,New York,1/1/2003,,10/6/2008,11/10/2010,5.7671,9.2575,2,36000000,games_video,1,0,0,1,0,0,1.0,1,acquired
Arroyo Video Solutions,Pleasanton,1/1/2002,,3/2/2005,3/2/2005,3.1671,,1,12000000,games_video,0,0,0,0,1,0,5.0,1,acquired
Aragon Pharmaceuticals,San Diego,1/1/2009,,5/27/2009,10/4/2012,0.4,3.0,4,122000000,biotech,0,0,1,1,1,1,2.5,1,acquired
#waywire,New York,6/1/2012,,6/30/2012,6/30/2012,0.0795,0.5014,1,1750000,news,0,0,0,0,0,0,5.0,1,acquired
Feedtrace,New York,8/10/2009,,3/1/2010,3/1/2010,0.5562,-0.0247,1,130000,web,0,1,0,0,0,0,1.0,0,acquired
Five Star Technologies,Cleveland,1/1/1999,2/2/2012,11/30/2006,11/24/2009,7.9178,,3,13222860,other,1,0,0,0,0,0,3.0,1,closed
Vontoo,Indianapolis,1/1/2005,10/31/2012,2/17/2009,2/24/2011,4.1315,5.5699,2,2192000,public_relations,1,0,0,1,0,0,3.0,0,closed
Allurent,Cambridge,1/1/2005,,2/22/2010,2/22/2010,5.1452,2.0,1,2000000,web,1,0,0,0,0,0,1.0,1,acquired
Quantivo,Emeryville,1/1/2005,,1/9/2008,12/16/2009,3.0219,6.5836,2,9400000,analytics,0,0,1,0,0,0,2.0,1,acquired
Crossing Automation,Mountain View,1/1/2003,,5/5/2008,3/23/2010,5.3452,,4,13045000,semiconductor,0,0,1,1,0,0,2.0,1,acquired
Scrapblog,San Francisco,1/1/2006,,3/6/2006,2/5/2010,0.1753,0.7342,4,10000000,web,0,0,1,1,1,0,1.25,1,acquired
Yield Software,San Mateo,1/1/2007,,6/4/2008,6/4/2008,1.4247,1.0,1,6000000,advertising,0,0,0,1,0,0,2.0,1,acquired
FlyCast,Lancaster,1/1/2006,1/1/2013,1/1/2008,7/22/2009,2.0,4.5699,2,2100000,mobile,1,1,0,0,0,0,2.0,0,closed
Off & Away,Seattle,12/1/2009,,5/3/2010,10/21/2010,0.4192,0.0849,2,3250000,travel,1,0,1,0,0,0,1.0,1,acquired
CypherMax,San Jose,1/1/2000,9/10/2012,7/27/2006,2/25/2007,6.5726,,3,148000000,hardware,1,0,0,1,0,0,3.5,1,closed
Nexsan,Thousand Oaks,1/1/2000,,12/1/2003,4/18/2009,3.9178,10.7507,2,24500000,hardware,1,0,1,0,0,0,2.0,1,acquired
Tipping Bucket,Provo,4/8/2009,1/1/2012,4/1/2009,3/1/2010,-0.0192,1.063,2,72000,enterprise,0,1,0,0,0,0,1.0,0,closed
Qlusters,Palo Alto,1/1/2001,9/11/2008,8/8/2007,8/8/2007,6.6027,4.0027,1,10360000,other,0,0,0,0,1,0,5.0,1,closed
Producteev,New York,7/8/2008,,7/15/2008,2/1/2010,0.0192,2.4849,3,1310000,software,0,1,0,0,0,0,6.0,1,acquired
SpinTheCam,New York,2/12/2010,2/17/2012,1/1/2010,1/1/2010,-0.1151,0.0466,1,150000,games_video,0,1,0,0,0,0,1.0,0,closed
Amalfi Semiconductor,Los Gatos,1/1/2003,,2/1/2006,4/24/2012,3.0877,0.4959,3,64000000,semiconductor,1,0,0,1,1,0,3.3333,1,acquired
Dormzy,Columbus,5/1/2010,3/1/2013,5/1/2010,5/1/2010,0.0,0.0,1,250000,ecommerce,0,1,0,0,0,0,1.0,0,closed
iChange,Pasadena,1/1/2008,,10/1/2007,2/1/2010,-0.2521,1.4164,3,1830000,health,0,1,1,0,0,0,2.0,0,acquired
AppFog,Portland,8/1/2010,,1/1/2011,8/10/2011,0.4192,0.7726,2,9800000,enterprise,0,0,1,1,0,0,4.5,1,acquired
HotPads,San Francisco,5/4/2005,,3/1/2007,3/1/2007,1.8247,3.8959,1,2300000,web,0,0,1,0,0,0,1.0,0,acquired
Sampa,Redmond,3/1/2005,7/17/2009,8/1/2007,4/2/2008,2.4192,-0.1616,2,1310000,web,0,1,0,0,0,0,1.0,0,closed
DanceJam,San Francisco,4/1/2007,1/1/2011,5/1/2007,2/1/2008,0.0822,0.0,2,4500000,games_video,0,1,0,1,0,0,5.5,1,closed
Right90,Foster City,1/1/2003,,2/28/2005,9/23/2008,2.1616,5.0027,3,22000000,software,0,0,1,1,1,0,2.6667,1,acquired
SocialMedia.com,San Francisco,1/1/2007,,9/1/2007,1/29/2009,0.6658,3.0301,3,10000000,advertising,0,1,1,1,0,0,2.6667,1,acquired
BuyWithMe,New York,3/1/2009,,1/20/2010,6/1/2011,0.8904,2.6603,4,36500000,ecommerce,0,0,1,1,1,0,1.5,1,acquired
Photobucket,Denver,6/1/2003,,3/1/2005,5/14/2013,1.7507,9.3425,7,33672656,web,1,0,1,1,0,0,2.0,1,acquired
XtremIO,Cupertino,1/1/2009,,11/11/2009,12/5/2011,0.8603,3.0,3,19000000,enterprise,0,0,1,1,0,0,2.0,1,acquired
Level 5 Networks,Sunnyvale,1/1/2002,,6/20/2005,6/20/2005,3.4685,2.0,1,30000000,semiconductor,0,0,0,1,0,0,4.0,1,acquired
Votizen,Mountain View,3/19/2009,,9/23/2010,2/24/2012,1.5151,2.6384,2,2250000,web,1,0,0,0,0,0,8.5,1,acquired
Siimpel Corporation,Arcadia,1/1/2000,,11/11/2005,12/16/2009,5.8658,8.1699,6,53818873,hardware,1,0,0,0,1,0,4.25,1,acquired
TalkPlus,San Mateo,2/1/2004,5/7/2008,10/1/2006,10/1/2006,2.6658,,1,5500000,web,0,0,1,0,0,0,1.0,1,closed
Napera Networks,Bellevue,12/1/2006,,11/29/2008,11/29/2008,1.9973,-0.0822,1,6000000,network_hosting,0,0,1,0,0,0,1.0,1,acquired
NebuAd,Redwood City,1/1/2006,5/20/2009,7/1/2007,9/1/2007,1.4959,0.0,2,30150000,advertising,0,0,1,1,0,0,1.5,1,closed
Tercica,Brisbane,1/1/2002,,10/14/2005,7/6/2007,3.7863,,2,83000000,biotech,1,0,0,0,0,0,1.0,0,acquired
Robotgalaxy,New York,1/1/2006,12/9/2012,1/1/2007,9/16/2008,1.0,,2,12000000,games_video,0,0,1,1,0,0,1.0,0,closed
PasswordBank,Sunnyvale,1/1/2008,,3/1/2008,7/1/2009,0.1644,3.1644,2,3500000,software,0,1,1,0,0,0,1.0,0,acquired
SnapTell,Palo Alto,1/1/2006,,6/7/2007,6/7/2007,1.4301,2.3452,1,4000000,software,0,0,1,0,0,0,4.0,1,acquired
Gigi Hill,Yorba Linda,1/1/2009,7/16/2013,6/15/2011,8/8/2012,2.4521,,2,4000000,manufacturing,0,0,1,0,0,0,1.0,1,closed
CloudShield Technologies,Sunnyvale,1/1/2000,,10/28/2005,9/17/2007,5.8274,10.0082,2,25000000,software,1,0,0,0,0,0,4.5,1,acquired
Instinctiv,New York,8/1/2007,,6/1/2008,5/5/2011,0.8356,0.9041,3,1420698,mobile,1,1,0,0,0,0,2.0,1,acquired
Anchor Bay Technologies,Campbell,10/1/2001,,5/16/2003,1/29/2007,1.6219,-3.7507,2,10000000,semiconductor,1,0,1,0,0,0,3.0,1,acquired
Waze,Palo Alto,1/1/2007,,3/1/2008,10/18/2011,1.1644,2.326,3,67000000,transportation,0,0,1,1,1,0,2.6667,1,acquired
Aster Data Systems,San Carlos,7/1/2005,,11/1/2005,9/22/2010,0.337,4.1726,4,53000000,analytics,0,1,1,1,1,0,4.5,1,acquired
Diversion,Los Angeles,5/1/2010,6/1/2012,10/18/2010,7/22/2011,0.4658,0.0,2,300000,games_video,0,1,0,1,0,0,2.0,1,closed
Codesion,Palo Alto,1/1/2002,,9/1/2007,7/1/2010,5.6685,6.7534,3,1400000,software,0,1,0,0,0,0,1.0,0,acquired
Xoopit,San Francisco,1/1/2004,,12/1/2006,4/2/2008,2.9178,2.0027,2,6500000,web,0,0,1,0,0,0,7.0,1,acquired
One Block Off the Grid (1BOG),San Francisco,11/1/2008,,2/11/2010,2/11/2010,1.2795,2.7041,1,5000000,cleantech,0,0,1,0,0,0,1.0,1,acquired
Appature,Seattle,1/1/2007,,12/7/2009,7/13/2012,2.9342,3.9178,2,9600000,enterprise,0,0,1,0,0,0,3.0,1,acquired
Action Engine,Bellevue,2/1/2000,,5/1/2000,7/1/2007,0.2466,3.9178,5,58200000,mobile,0,0,1,1,1,1,1.4,1,acquired
Blackwave,Acton,1/1/2006,,12/1/2006,9/30/2009,0.9151,0.5808,3,28000000,network_hosting,0,0,1,1,1,0,2.6667,1,acquired
SoftLayer,Dallas,1/1/2005,,9/30/2009,3/25/2010,4.7479,5.8548,2,30000000,network_hosting,1,0,0,0,0,0,1.0,0,acquired
Mytopia,Palo Alto,1/1/2007,,1/1/2008,3/1/2009,1.0,4.3644,2,3500000,games_video,0,1,1,0,0,0,2.0,0,acquired
JackPot Rewards,Newton,1/1/2008,1/1/2012,2/1/2008,2/1/2008,0.0849,-1.0,1,16700000,web,0,0,1,0,0,0,4.0,0,closed
Andigilog,Tempe,1/1/1996,7/8/2012,2/20/2007,2/20/2007,11.1452,,1,18000000,semiconductor,0,0,0,1,0,0,7.0,1,closed
BARRX Medical,Sunnyvale,1/1/2003,,7/14/2010,7/14/2010,7.537000000000000,7.0055,1,15000000,medical,0,0,0,0,0,1,6.0,1,acquired
Power Analog Microelectronics,Santa Clara,1/1/2004,9/18/2012,12/1/2007,12/1/2007,3.9178,,2,12000000,hardware,0,0,1,1,0,0,4.0,1,closed
Classiphix,Toledo,9/19/2009,5/1/2013,1/1/2011,1/1/2011,1.2849,0.0,1,15000,ecommerce,0,1,0,0,0,0,1.0,0,closed
StartupDigest,Seattle,11/16/2009,,3/9/2011,3/9/2011,1.3096,1.3096,1,200000,news,1,0,0,0,0,0,1.0,0,acquired
WiLinx,Carlsbad,1/1/2003,1/4/2012,1/10/2007,1/10/2007,4.0274,,1,15000000,semiconductor,0,0,0,0,1,0,1.0,0,closed
Cohuman,San Francisco,10/9/2009,,9/9/2009,1/1/2011,-0.0822,0.3151,2,1400000,enterprise,0,1,0,0,0,0,3.0,0,acquired
Correlix,New York,1/1/2006,5/1/2013,2/19/2005,2/14/2012,-0.8658,5.0027,4,11400000,enterprise,1,0,0,1,0,0,3.0,1,closed
Redwood Systems,Fremont,1/1/2008,,10/3/2008,5/30/2012,0.7562,2.7836,4,34250000,cleantech,1,0,1,1,1,0,2.25,1,acquired
OtherInbox,Austin,1/1/2008,,1/1/2008,9/20/2010,0.0,1.0027,4,3800000,messaging,0,1,1,0,0,0,4.75,1,acquired
M-Factor,San Mateo,1/1/2003,,6/14/2007,2/10/2009,4.4521,6.5863,2,10100000,software,1,0,0,0,1,0,3.0,1,acquired
Athena Design Systems,Santa Clara,1/1/2003,1/1/2012,1/29/2007,1/29/2007,4.0795,,1,4000000,software,0,0,0,1,0,0,6.0,1,closed
Servo Software,San Mateo,1/1/2008,,12/15/2009,12/15/2009,1.9562,1.9562,1,3011408,software,0,0,0,1,0,0,1.0,1,acquired
Levanta,San Mateo,1/1/1998,5/9/2008,9/23/2007,9/23/2007,9.7315,6.0027,1,8000000,software,1,0,0,0,0,0,3.0,1,closed
EdgeSpring,San Mateo,7/1/2010,,7/1/2010,5/17/2013,0.0,2.3397,2,12700000,analytics,0,0,1,0,0,0,1.5,1,acquired
DotSpots,Torrance,9/1/2007,4/15/2012,9/1/2007,9/1/2007,0.0,0.3342,1,300000,public_relations,0,1,0,0,0,0,2.0,0,closed
about.me,San Francisco,2/5/2013,,2/5/2013,2/5/2013,0.0,-1.8027,1,5675000,web,1,0,0,0,0,0,4.0,1,acquired
Republic Project,Santa Monica,8/1/2008,,9/1/2012,9/1/2012,4.0877,4.6685,1,1000000,advertising,0,1,0,0,0,0,5.0,1,acquired
Hit Systems,Altamonte Springs,9/1/2008,1/10/2013,9/1/2008,9/1/2008,0.0,,1,125000,enterprise,0,1,0,0,0,0,1.0,0,closed
Yamisee,Westport,1/1/2010,7/1/2013,3/24/2010,12/15/2010,0.2247,0.5808,2,700000,web,0,1,0,0,0,0,2.5,0,closed
Thinkfuse,Seattle,8/1/2010,,11/1/2010,3/24/2011,0.2521,1.2685,2,532000,enterprise,0,1,0,0,0,0,5.0,1,acquired
EchoSign,Palo Alto,7/15/2005,,10/1/2005,10/1/2007,0.2137,4.6301,2,8500000,web,0,0,1,1,0,0,1.0,1,acquired
PI Corporation,Seattle,1/1/2003,,7/27/2006,7/27/2006,3.5699,5.8795,1,9400000,network_hosting,0,0,0,1,0,0,1.0,1,acquired
"MoveableCode, Inc.",Providence,1/1/2010,1/14/2012,1/1/2009,4/1/2012,-1.0,1.7479,2,350000,mobile,0,1,0,0,0,0,1.0,1,closed
Daylife,New York,4/1/2006,,6/1/2007,6/16/2009,1.1671,0.7534,2,12300000,enterprise,0,0,0,1,1,0,1.5,1,acquired
Desktone,Chelmsford,1/1/2006,,7/30/2007,12/16/2011,1.5753,4.4164,5,25413298,network_hosting,1,0,1,1,0,0,3.0,1,acquired
Pulse,San Francisco,5/1/2010,,10/6/2010,6/16/2011,0.4329,2.6904,2,9800000,news,0,1,1,0,0,0,4.5,1,acquired
Opzi,San Francisco,5/1/2010,7/1/2013,1/1/2010,9/1/2010,-0.3288,0.4082,2,1015000,games_video,0,1,0,0,0,0,5.0,1,closed
Standing Cloud,Boulder,1/1/2009,,1/1/2009,6/21/2012,0.0,0.0,5,10000003,enterprise,1,0,1,1,0,0,1.5,1,acquired
Where I've Been,Chicago,6/8/2007,,3/15/2008,4/15/2010,0.7699,-0.4329,2,1750000,travel,1,1,0,0,0,0,1.0,1,acquired
HipChat,San Francisco,9/1/2009,,8/10/2010,8/10/2010,0.9397,1.4959,1,100000,messaging,0,1,0,0,0,0,3.0,1,acquired
ScaleIO,Palo Alto,1/1/2011,,12/4/2012,12/4/2012,1.926,1.6685,1,12000000,software,1,0,0,0,0,0,2.0,1,acquired
GroupMe,New York,5/1/2010,,8/25/2010,1/4/2011,0.3178,0.7945,2,11450000,messaging,0,1,0,1,0,0,8.5,1,acquired
WeAre.Us,San Francisco,12/1/2007,4/23/2012,8/1/2008,8/1/2008,0.6685,-0.9151,1,50000,advertising,0,1,0,0,0,0,3.0,0,closed
Kickfire,Santa Clara,1/1/2006,6/17/2010,7/31/2008,7/31/2008,2.5808,3.0027,1,20000000,software,0,0,0,1,0,0,4.0,1,closed
"LifeSize, a Division of Logitech",Austin,1/1/2003,,12/19/2005,9/18/2006,2.9671,6.9671,2,42500000,public_relations,0,0,0,0,1,1,5.5,1,acquired
CHiL Semiconductor,"El Segundo,",1/1/2006,,1/1/2006,5/7/2008,0.0,0.0,3,22487000,semiconductor,1,0,0,1,1,0,2.3333,1,acquired
Aptana,San Mateo,1/1/2007,,7/14/2009,7/14/2009,2.5342,-1.2521,1,7800000,software,1,0,0,0,0,0,2.0,1,acquired
Enpirion,Hampton,1/1/2001,,12/21/2004,3/31/2011,3.9726,3.0,4,59000000,semiconductor,0,0,0,1,1,0,6.0,1,acquired
RFinity,Idaho Falls,10/1/2008,6/1/2013,2/1/2011,2/1/2011,2.337,0.5808,1,4000000,mobile,0,0,1,0,0,0,1.0,1,closed
ecoATM,San Diego,8/2/2008,,2/17/2010,2/6/2013,1.5452,1.663,4,71400000,cleantech,1,0,1,0,0,0,2.6667,1,acquired
Adura Technologies,San Francisco,1/1/2008,,10/16/2008,4/26/2012,0.7918,3.9753,3,25500000,cleantech,0,0,1,1,0,0,2.6667,1,acquired
Rhythm NewMedia,Mountain View,1/1/2005,,11/10/2010,9/11/2012,5.8603,5.8603,4,28932322,advertising,1,0,0,0,1,0,2.6667,1,acquired
Topsy Labs,San Francisco,1/15/2007,,1/1/2008,10/1/2012,0.9616,6.0438,6,35200000,analytics,1,0,1,1,1,0,2.3333,1,acquired
Digit Wireless,Burlington,1/1/2000,1/1/2012,3/14/2005,2/11/2008,5.2027,8.0055,2,10000000,public_relations,1,0,0,0,1,0,2.5,1,closed
Silver Tail Systems,Menlo Park,1/8/2008,,9/26/2008,9/22/2011,0.7178,0.537,3,22100000,analytics,1,0,1,1,0,0,2.6667,1,acquired
Tatara Systems,Acton,1/1/2001,,1/20/2004,6/22/2010,3.0521,1.0,5,33000000,mobile,1,0,0,1,1,1,2.0,1,acquired
Reliant Technologies,Mountain View,1/1/2001,,4/19/2007,4/19/2007,6.2986,6.0027,1,15000000,biotech,0,0,0,0,0,0,3.0,1,acquired
Atrua Technologies,Campbell,1/1/2000,,12/7/2006,2/25/2009,6.937,6.0055,3,13000000,mobile,0,0,0,0,0,1,3.0,1,acquired
Casabi,Campbell,1/1/2004,,12/19/2005,3/12/2007,1.9671,2.2493,2,12800000,mobile,0,0,1,1,0,0,2.5,1,acquired
Peek & Co,New York,11/1/2007,2/22/2013,1/1/2008,8/12/2011,0.1671,3.8356,2,626096,mobile,1,0,1,0,0,0,1.0,1,closed
Bluefin Labs,Cambridge,6/1/2008,,4/1/2008,1/24/2012,-0.1671,4.1507,4,20350000,analytics,0,1,1,1,0,0,3.75,1,acquired
C2 Microsystems,San Jose,1/1/2004,11/5/2012,10/12/2009,10/12/2009,5.7836,2.0027,1,10000000,hardware,1,0,0,0,0,0,3.0,1,closed
GoPollGo,Palo Alto,1/1/2011,,7/27/2011,7/27/2011,0.5671,0.5671,1,425000,web,0,1,0,0,0,0,2.0,1,acquired
Multigig,Scotts Valley,1/1/2003,,5/12/2008,12/22/2010,5.3644,5.2521,3,37891054,semiconductor,1,0,0,1,1,0,3.0,1,acquired
Ortiva Wireless,La Jolla,1/1/2004,,2/1/2005,10/4/2011,1.0877,6.8849,5,40000000,mobile,1,0,1,1,1,0,4.0,1,acquired
Sometrics,El Segundo,9/1/2007,,5/14/2008,10/16/2009,0.7014,2.4027,3,5550000,games_video,0,0,1,1,0,0,3.0,1,acquired
Kima Labs,San Francisco,1/1/2010,,8/1/2010,8/1/2010,0.5808,0.0,1,770000,mobile,0,1,0,0,0,0,6.0,1,acquired
Chronicity,Addison,9/1/2006,4/1/2012,10/10/2006,5/26/2011,0.1068,,4,19550000,consulting,1,0,1,0,0,0,1.0,1,closed
Whiskey Media,San Francisco,10/1/2007,,3/24/2009,12/31/2009,1.4795,2.2521,2,4000000,web,1,0,0,0,0,0,1.0,0,acquired
Jobfox,McLean,3/1/2004,,4/1/2005,12/24/2009,1.0849,6.3507,4,42000000,web,0,0,1,1,1,0,2.3333,1,acquired
Natural Cleaners Colorado,Avon,1/1/2005,3/5/2010,8/27/2008,8/27/2008,3.6548,,1,1900000,other,0,0,1,0,0,0,1.0,1,closed
Gaikai,Aliso Viejo,11/1/2008,,1/5/2010,7/20/2011,1.1781,2.5178,3,45039999,games_video,0,0,1,1,1,0,3.6667,1,acquired
Blue Buzz Network,San Francisco,1/1/2006,6/1/2013,7/13/2010,7/13/2010,4.5315,5.5288,1,1310000,news,1,0,0,0,0,0,4.0,1,closed
Max-Viz,Portland,1/1/2001,,1/1/2008,1/1/2008,7.0027,7.6712,1,3000000,hardware,0,0,1,0,0,0,3.0,0,acquired
Cotendo,Sunnyvale,1/1/2008,,1/1/2008,6/15/2011,0.0,2.0247,4,36000000,software,0,0,1,1,1,1,3.0,1,acquired
Particle Code,Palo Alto,5/1/2010,,6/30/2010,6/30/2010,0.1644,1.4822,1,3000000,software,1,0,0,0,0,0,1.0,0,acquired
Flowgram,San Francisco,6/1/2007,6/11/2008,1/31/2008,1/31/2008,0.6685,0.7973,1,1300000,web,0,1,0,0,0,0,8.0,1,closed
JavaJobs,Little Rock,1/1/1997,11/3/2012,10/1/2006,10/1/2006,9.7534,9.7534,1,50000,software,1,0,0,0,0,0,1.0,0,closed
Behance,New York,2/1/2006,,5/14/2012,5/14/2012,6.2849,5.7507,1,6500000,web,0,0,1,0,0,0,8.0,1,acquired
Locu,Cambridge,1/1/2011,,9/7/2011,4/23/2012,0.6822,0.3288,2,4600000,advertising,0,1,1,0,0,0,9.0,1,acquired
dynaTrace software,Waltham,1/1/2005,,2/15/2007,1/7/2011,2.1233,2.0,3,21900000,software,1,0,1,1,0,0,1.6667,1,acquired
Socialbomb,New York,6/5/2008,,12/1/2008,12/1/2008,0.4904,1.1808,1,240000,games_video,0,1,0,0,0,0,2.0,1,acquired
Imagine Communications,San Diego,1/1/2005,,1/1/2005,4/20/2010,0.0,5.0027,4,34700000,software,1,0,1,1,0,0,2.25,1,acquired
